lang,label,sentence
pt,ovos-skill-wordnet.openvoiceos:definition.intent,pesquisar definição para ambulância
pt,common_query:common_query,as doses de gelatina não têm calorias
pt,ovos-skill-wordnet.openvoiceos:definition.intent,o que batata significa
pt,common_query:common_query,qual é actualmente a taxa de câmbio entre o dólar e o euro
pt,ovos-skill-wordnet.openvoiceos:definition.intent,descrever a batata
pt,common_query:common_query,quantas vezes a adele obteve um disco diamante
pt,ovos-skill-wordnet.openvoiceos:definition.intent,como definir textual
pt,common_query:common_query,qual a taxa de câmbio do iene para o dólar americano
pt,common_query:common_query,quantos metros em cinco quilómetros
pt,common_query:common_query,qual é a idade do ricardo pereira
pt,common_query:common_query,onde situa-se foros do arrão em portalegre
pt,common_query:common_query,o que está o barack obama a fazer neste momento
pt,ovos-skill-wordnet.openvoiceos:definition.intent,o que é uma torre de celular
pt,common_query:common_query,quanto é a libra sudanesa em franco suíço
pt,common_query:common_query,quantos quilómetros está a cidade de nova york de los angeles
pt,common_query:common_query,qual é a taxa de câmbio entre o dólar americano e o euro
pt,ovos-skill-wordnet.openvoiceos:definition.intent,o que sabes sobre a estátua da liberdade
pt,common_query:common_query,qual é a taxa de câmbio entre os e. u. a. e a china
pt,ovos-skill-wordnet.openvoiceos:definition.intent,ache-me informações sobre
pt,common_query:common_query,qual é a altitude média dos estados unidos
pt,common_query:common_query,qual é a taxa de câmbio entre estados unidos e a frança
pt,common_query:common_query,quantas pessoas vivem no porto
pt,common_query:common_query,siri o que é um dólar americano em iene japonês
pt,common_query:common_query,em que ano nasceu nicolau breyner
pt,ovos-skill-wordnet.openvoiceos:definition.intent,conte-me sobre os cogumelos morilles
pt,common_query:common_query,há quantos quilómetros entre coimbra e porto
pt,common_query:common_query,que idade tem o tom hanks
pt,common_query:common_query,sally fields alguma vez ganhou um prémio da academia
pt,common_query:common_query,diz-me o câmbio do iene
pt,common_query:common_query,quanto é o dólar americano em rupia
pt,common_query:common_query,por favor mostre-me a taxa de câmbio entre o dólar e o iene
pt,ovos-skill-wordnet.openvoiceos:definition.intent,qual é a definição de um fora de jogo
pt,common_query:common_query,qual a idade de marcelo rebelo de sousa
pt,common_query:common_query,pode dar-me a taxa de câmbio do dólar em rupias
pt,ovos-skill-wordnet.openvoiceos:definition.intent,fale-me sobre o jardim de luz solar
pt,common_query:common_query,qual a maior cidade do ribatejo
pt,ovos-skill-wordnet.openvoiceos:definition.intent,qual a descrição dos auscultadores de realidade virtual
pt,ovos-skill-wordnet.openvoiceos:definition.intent,como se parece uma banana
pt,common_query:common_query,quem é o donald trump
pt,common_query:common_query,onde é a dinamarca
pt,common_query:common_query,o que é um fiorde
pt,common_query:common_query,quando simone nasceu
pt,ovos-skill-wordnet.openvoiceos:definition.intent,o que significa tweet
pt,common_query:common_query,onde encontra-se o algarve
pt,ovos-skill-wordnet.openvoiceos:definition.intent,o que significa triunfo
pt,common_query:common_query,qual é o estado norte americano mais ao norte
pt,common_query:common_query,onde fica a capela dos ossos
pt,common_query:common_query,qual é o câmbio da rupia indiana
pt,common_query:common_query,o que é o triângulo das bermudas
pt,common_query:common_query,qual a taxa de câmbio para pesos filipinos
pt,common_query:common_query,mostrar biografia de rihanna
pt,common_query:common_query,euro para dólar americano
pt,common_query:common_query,podes dar me aniversário de cristiano ronaldo
pt,common_query:common_query,que tipo de calças são as cullotes
pt,ovos-skill-wordnet.openvoiceos:definition.intent,tenta na wikipédia
pt,common_query:common_query,olly um dólar vale mais ou menos no brasil
pt,ovos-skill-wordnet.openvoiceos:definition.intent,como é a camiseta
pt,common_query:common_query,em que ano nasceu o elvis
pt,common_query:common_query,quantas polegadas fazem um pé
pt,common_query:common_query,quanto é o euro em relação ao dólar canadiano
pt,common_query:common_query,listar os cinco melhores filmes de emma watson
pt,common_query:common_query,qual é a taxa de câmbio entre o dólar americano e o euro
pt,common_query:common_query,quanto é seis subtraído de quatro
pt,common_query:common_query,diz-me que um euro é igual a dólares
pt,common_query:common_query,o quão grande é inglaterra
pt,common_query:common_query,conte-me sobre lisboa
pt,common_query:common_query,mostrar várias plantas na terra
pt,common_query:common_query,quem é a esposa de aníbal
pt,ovos-skill-wordnet.openvoiceos:definition.intent,o que hipótese significa
pt,common_query:common_query,onde foi construída a estátua da liberdade
pt,common_query:common_query,com que idade alexis santos casou se
pt,common_query:common_query,quem é arnold schwarzenegger
pt,ovos-skill-wordnet.openvoiceos:definition.intent,qual o significado de incipiente
pt,common_query:common_query,quão alto é o empire state building
pt,common_query:common_query,qual é a taxa de câmbio entre o dólar americano e a rupia indiana
pt,common_query:common_query,descreve o estado atual da política
pt,common_query:common_query,quando nasceu o rui veloso
pt,ovos-skill-wordnet.openvoiceos:definition.intent,pode dizer-me como é o haggis
pt,common_query:common_query,pink está a gravar novo álbum
pt,ovos-skill-wordnet.openvoiceos:definition.intent,definição para nome do objeto
pt,ovos-skill-wordnet.openvoiceos:definition.intent,como seria o renault captur
pt,common_query:common_query,diga-me a distância entre o sol e a lua
pt,ovos-skill-wordnet.openvoiceos:definition.intent,encontra a definição de mundo no dicionário
pt,common_query:common_query,qual foi o melhor smartphone em dois mil e dezassete
pt,common_query:common_query,que câmbio tenho para a libra
pt,common_query:common_query,que foi o vigésimo quinto presidente dos estados unidos da américa
pt,ovos-skill-wordnet.openvoiceos:definition.intent,dá me a definição de circuito do portátil
pt,common_query:common_query,explique me como a gravidade funciona
pt,common_query:common_query,onde se casaram beyonce e jay z
pt,common_query:common_query,taxas de câmbio entre dólar e euro
pt,ovos-skill-wordnet.openvoiceos:definition.intent,podes dizer me o que é hipertrofia por favor
pt,ovos-skill-wordnet.openvoiceos:definition.intent,descreve o circuito de portátil
pt,common_query:common_query,taxa de câmbio de dólar para rúpias
pt,common_query:common_query,dólares rupias taxa de câmbio
pt,ovos-skill-wordnet.openvoiceos:definition.intent,definir-me o que é grelhador
pt,common_query:common_query,onde fica a estátua da liberdade
pt,ovos-skill-wordnet.openvoiceos:definition.intent,descreve-me com o que se parece uma bola
pt,common_query:common_query,alexa dá me tudo o que sabes sobre mariano gago
pt,common_query:common_query,converter uma libra em dólar americano
pt,common_query:common_query,quantos mega píxeis estão listados na descrição da canon
pt,common_query:common_query,como é que cinha jardim ficou famosa
pt,common_query:common_query,qual é a resposta para dois vezes três
pt,common_query:common_query,quanto é doze dividido por quatro
pt,common_query:common_query,qual a cor natural do cabelo de julia roberts
pt,common_query:common_query,se eu tiver cinco dólares americanos quanto é isso em dólares australianos
pt,ovos-skill-wordnet.openvoiceos:definition.intent,define a lua para mim
pt,common_query:common_query,quantos rios existem no mundo
pt,common_query:common_query,encontre me celebridades que são capricórnios
pt,common_query:common_query,quanto é que a rupia indiana vai contra o dólar dos eua
pt,ovos-skill-wordnet.openvoiceos:definition.intent,podes descrever esse objeto
pt,common_query:common_query,qual foi o primeiro satélite lançado pela nasa
pt,ovos-skill-wordnet.openvoiceos:definition.intent,descreve-me um elefante
pt,common_query:common_query,qual a taxa do dólar americano para hoje
pt,common_query:common_query,há quanto tempo é que a princesa kate está grávida
pt,common_query:common_query,que tem feito esta semana o marco paulo
pt,ovos-skill-wordnet.openvoiceos:definition.intent,qual a definição de marinada
pt,common_query:common_query,taxas de câmbio atuais
pt,ovos-skill-wordnet.openvoiceos:definition.intent,o que é uma bicicleta
pt,common_query:common_query,a idade de mafalda veiga
pt,common_query:common_query,diga-me qual a taxa de câmbio para dez dólares em euro
pt,ovos-skill-wordnet.openvoiceos:definition.intent,o que é um computador
pt,common_query:common_query,que é a ilha mais pequena do mundo
pt,common_query:common_query,quão grande é o japão
pt,ovos-skill-wordnet.openvoiceos:definition.intent,olly qual o significado da palavra confusão
pt,common_query:common_query,olly qual é a taxa de câmbio entre o dólar americano e o dólar australiano
pt,ovos-skill-wordnet.openvoiceos:definition.intent,oi olly qual a definição para passivo
pt,common_query:common_query,que idade tinha albert einstein quando criou a teoria da relatividade
pt,common_query:common_query,calcular um integral próximo de função exponencial de zero a cinco
pt,common_query:common_query,diz-me como é que o brexit vai afetar cidadãos europeus a longo e médio prazo
pt,common_query:common_query,por favor consulte o câmbio entre os estados unidos e o méxico
pt,ovos-skill-wordnet.openvoiceos:definition.intent,olly encontra a descrição sobre uma t. v. samsung
pt,common_query:common_query,qual é a taxa de câmbio para samsung
pt,common_query:common_query,a que distância se encontra
pt,ovos-skill-wordnet.openvoiceos:definition.intent,o que é essa coisa
nl,ocp:play,ik wil nog een keer luisteren naar arijit singh liedje
nl,ocp:play,ik wil die muziek nog een keer afspelen
nl,ovos-skill-hello-world.openvoiceos:Greetings.intent,hoe gaat het
nl,ocp:play,speel alsjeblieft yesterday van de beatles af
nl,ocp:play,begin met favoriete muziek tespelen
nl,ocp:play,speel alsjeblieft mijn beste muziek af
nl,ocp:play,speel een liedje die ik leuk vind
nl,ocp:play,speel daft punk
nl,ocp:play,zet wat van coldplay aan
nl,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,maak me aan het lachen
nl,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,olly maak me aan het lachen
nl,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,vertel me een goede grap
nl,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,vertel me een grap
nl,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,alexa vertel me een mop
nl,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,vrolijk me op
nl,ocp:play,speel mijn jazz afspeellijst
nl,ocp:play,start mijn jazz afspeellijst
nl,ocp:play,speel mijn favoriete speellijst
nl,ocp:play,kan je wat jazz spelen
nl,ovos-skill-hello-world.openvoiceos:Greetings.intent,hoe gaat het met jou
nl,ocp:play,maak mijn michael jackson afspeellijst aan
nl,ocp:play,speel michael jackson van mijn speellijst
nl,ocp:play,speel het laatste liedje van mijn favoriette afspeellijst
nl,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,vertel me een grapje
nl,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,ken jij een mop
nl,ocp:play,speel wat hihop af
nl,ocp:play,death metal nu
nl,ocp:play,olly speel muziek van mijn favoriete pianist
nl,ovos-skill-hello-world.openvoiceos:Greetings.intent,hoe is het met je
nl,ovos-skill-hello-world.openvoiceos:Greetings.intent,goede morgen wat is er
nl,ocp:play,speel nummer acht van google play muziek
nl,ocp:play,speel een willekeurig liedje van mijn afspeellijst
nl,ocp:play,alsjeblieft speelt games van disturbed
nl,ocp:play,alsjeblieft open mijn muziek applicatie en speel games van disturbed
nl,ocp:play,speel alsjeblieft het liedje games van disturbed
nl,ocp:play,speel why do you sing van kirk franklin
nl,ocp:play,speel bad religion folder
nl,ocp:play,speel ouderwetse kerstmis muziek
nl,ocp:play,ik wil luisteren naar klassieke muziek
nl,ocp:play,ik wil naar jazz luisteren
nl,ocp:play,speel liedjes van sia
nl,ocp:play,open de liedjes van prince
nl,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,wat is een gekke mop die jij kent
nl,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,wat is een domme mop die je weet
nl,ocp:play,speel mijn meest afgespeelde nummers
nl,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,vertel me een willekeurige grap
nl,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,wat is je favoriete grap
nl,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,wat is de grappigste mop
nl,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,vertel me een vieze mop
nl,ocp:play,speel het afspeellijst
nl,ocp:play,hey olly speel de afspeellijst af
nl,ocp:play,kan ik meer achtergrond muziek krijgen
nl,ocp:play,speel één tot en met tien op lijst
nl,ocp:play,speel alsjeblieft de artiest die het eerste in de wachtrij staat
nl,ocp:play,zet alseblieft het muziek aan ik wil luisteren naar mijn favoriete liedjes
nl,ocp:play,kan ik de vijftig hits horen die je nu op de radio kunt horen
